"head"	"genomeSize"	"description"
"Cryphonectria hypovirus 4 endogenous virus"	9149	"Cryphonectria hypovirus 4 endogenous virus"
"Cryphonectria parasitica mitovirus 1-NB631"	2728	"Cryphonectria parasitica mitovirus 1-NB631"
"Cryptophlebia leucotreta granulovirus"	110907	"Cryptophlebia leucotreta granulovirus"
"Cucumber Bulgarian latent virus"	4576	"Cucumber Bulgarian latent virus"
"Cucumber fruit mottle mosaic virus"	6562	"Cucumber fruit mottle mosaic virus"
"Cucumber green mottle mosaic virus"	6424	"Cucumber green mottle mosaic virus"
"Cucumber leaf spot virus"	4433	"Cucumber leaf spot virus"
"Cucumber mosaic virus"	8959	"Cucumber mosaic virus RNA 1"
"Cucumber mottle virus"	6485	"Cucumber mottle virus"
"Cucumber necrosis virus"	4701	"Cucumber necrosis virus"
"Cucumber vein yellowing virus"	9751	"Cucumber vein yellowing virus"
"Cucurbit aphid-borne yellows virus"	5669	"Cucurbit aphid-borne yellows virus"
"Cucurbit leaf crumple virus"	5232	"Cucurbit leaf crumple virus DNA A"
"Cucurbit yellow stunting disorder virus"	17099	"Cucurbit yellow stunting disorder virus RNA1"
"Cucurbita yellow vein virus"	667	"Cucurbita yellow vein virus-associated DNA beta"
"Culex flavivirus"	10837	"Culex flavivirus"
"Culex nigripalpus NPV"	108252	"Culex nigripalpus NPV"
"Culex pipiens densovirus"	5759	"Culex pipiens densovirus"
"Cupixi virus"	10438	"Cupixi virus segment L"
"Curvularia thermal tolerance virus"	4035	"Curvularia thermal tolerance virus RNA1"
"Cyanophage"	153744	"Cyanophage PSS2"
"Cycad leaf necrosis virus"	9205	"Cycad leaf necrosis virus"
"Cycas necrotic stunt virus"	12138	"Cycas necrotic stunt virus RNA 1"
"Cydia pomonella granulovirus"	123500	"Cydia pomonella granulovirus"
"Cymbidium mosaic virus"	6227	"Cymbidium mosaic virus"
"Cymbidium ringspot virus"	5351	"Cymbidium ringspot virus"
"Cypovirus"	25325	"Cypovirus 14 RNA 1"
"Cyprinid herpesvirus 3"	295146	"Cyprinid herpesvirus 3"
"Daphne mosaic virus"	9548	"Daphne mosaic virus"
"Daphne virus S"	8739	"Daphne virus S"
"Dasheen mosaic virus"	10038	"Dasheen mosaic virus"
"Deer papillomavirus"	8374	"Deer papillomavirus"
"Deerpox virus W-1170-84"	170560	"Deerpox virus W-1170-84"
"Deerpox virus W-848-83"	166259	"Deerpox virus W-848-83"
"Deformed wing virus"	10140	"Deformed wing virus"
"Deftia phage"	157486	"Deftia phage phiW-14"
"Dendrolimus punctatus densovirus"	5039	"Dendrolimus punctatus densovirus"
"Dendrolimus punctatus tetravirus"	7982	"Dendrolimus punctatus tetravirus RNA1"
"Dengue virus type 1"	10735	"Dengue virus type 1"
"Dengue virus type 2"	10723	"Dengue virus type 2"
"Dengue virus type 3"	10707	"Dengue virus type 3"
"Dengue virus type 4"	10649	"Dengue virus type 4"
"Desmodium leaf distortion virus"	5083	"Desmodium leaf distortion virus DNA A"
"Diadromus pulchellus ascovirus 4a"	119343	"Diadromus pulchellus ascovirus 4a"
"Diaporthe ambigua RNA virus 1"	4113	"Diaporthe ambigua RNA virus 1"
"Diascia yellow mottle virus"	6290	"Diascia yellow mottle virus"
"Diatraea saccharalis densovirus"	5941	"Diatraea saccharalis densovirus"
"Dicliptera yellow mottle virus"	5204	"Dicliptera yellow mottle virus DNA A"
"Digitaria streak virus"	2701	"Digitaria streak virus"
"Dioscorea bacilliform virus"	7261	"Dioscorea bacilliform virus"
"Diplodia scrobiculata RNA virus 1"	5018	"Diplodia scrobiculata RNA virus 1"
"Discula destructiva virus"	308	"Discula destructiva virus 1 RNA 4"
"Discula destructiva virus 1"	4553	"Discula destructiva virus 1 segment 1"
"Discula destructiva virus 2"	3392	"Discula destructiva virus 2 segment 1"
"Dobrava virus"	5308	"Dobrava virus segment M"
"Dobrava-Belgrade virus strain DOBV/Ano-Poroia/Afl9/1999"	6532	"Dobrava-Belgrade virus strain DOBV/Ano-Poroia/Afl9/1999"
"Dolichos yellow mosaic virus"	2761	"Dolichos yellow mosaic virus"
"Dolphin morbillivirus"	15702	"Dolphin morbillivirus"
"Dracaena mottle virus"	7531	"Dracaena mottle virus"
"Drosophila A virus"	4806	"Drosophila A virus"
"Drosophila C virus"	9264	"Drosophila C virus"
"Drosophila melanogaster sigma virus AP30"	12390	"Drosophila melanogaster sigma virus AP30"
"Drosophila melanogaster totivirus SW-2009a"	6780	"Drosophila melanogaster totivirus SW-2009a"
"Drosophila x virus"	6603	"Drosophila x virus segment A"
"Duck adenovirus A"	66426	"Duck adenovirus A"
"Duck astrovirus C-NGB"	7722	"Duck astrovirus C-NGB"
"Duck circovirus"	1991	"Duck circovirus"
"Duck enteritis virus"	158091	"Duck enteritis virus"
"Duck hepatitis A virus"	7687	"Duck hepatitis A virus"
"Duck hepatitis B virus"	3027	"Duck hepatitis B virus"
"Duck hepatitis virus AP"	7790	"Duck hepatitis virus AP"
"Dugbe virus"	18859	"Dugbe virus segment L"
"Dulcamara mottle virus"	6181	"Dulcamara mottle virus"
"East African cassava mosaic Cameroon virus"	5543	"East African cassava mosaic Cameroon virus DNA A"
"East African cassava mosaic Kenya virus"	5573	"East African cassava mosaic Kenya virus DNA A"
"East African cassava mosaic virus"	5576	"East African cassava mosaic virus DNA A"
"East African cassava mosaic Zanzibar virus"	5548	"East African cassava mosaic Zanzibar virus DNA B"
"East Asian Passiflora virus"	10046	"East Asian Passiflora virus"
"Eastern equine encephalitis virus"	11675	"Eastern equine encephalitis virus"
"Ecotropis obliqua NPV"	131204	"Ecotropis obliqua NPV"
"Ectocarpus siliculosus virus 1"	335593	"Ectocarpus siliculosus virus 1"
"Ectromelia virus"	209771	"Ectromelia virus"
"Ectropis obliqua picorna-like virus"	9394	"Ectropis obliqua picorna-like virus"
"Eggplant mosaic virus"	6331	"Eggplant mosaic virus"
"Eimeria brunetti RNA virus 1"	5358	"Eimeria brunetti RNA virus 1"
"Elm mottle virus"	8620	"Elm mottle virus RNA 1"
"Emilia yellow vein virus-[Fz1]"	2725	"Emilia yellow vein virus-[Fz1]"
"Emilia yellow vein virus"	1337	"Emilia yellow vein virus-associated DNA beta"
"Emiliania huxleyi virus 86"	407339	"Emiliania huxleyi virus 86"
"Encephalomyocarditis virus"	7835	"Encephalomyocarditis virus"
"Entebbe bat virus"	10510	"Entebbe bat virus"
"Enterobacteria phage"	4589003	"Enterobacteria phage 13a"
"Enterobacterio phage"	3569	"Enterobacterio phage MS2"
"Enterococcus phage"	358475	"Enterococcus phage EFAP-1"
"Enzootic nasal tumour virus of goats"	7448	"Enzootic nasal tumour virus of goats"
"Epinephelus tauvina nervous necrosis virus"	4536	"Epinephelus tauvina nervous necrosis virus RNA 1"
"Epiphyas postvittana NPV"	118584	"Epiphyas postvittana NPV"
"Epirus cherry virus"	4757	"Epirus cherry virus"
"Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey)"	19405	"Epizootic hemorrhagic disease virus (serotype 1 / strain New Jersey) segment 1"
"Equid herpesvirus 1"	150224	"Equid herpesvirus 1"
"Equid herpesvirus 2"	184427	"Equid herpesvirus 2"
"Equid herpesvirus 4"	145597	"Equid herpesvirus 4"
"Equid herpesvirus 9"	148371	"Equid herpesvirus 9"
"Equine arteritis virus"	12704	"Equine arteritis virus"
"Equine coronavirus"	30992	"Equine coronavirus"
"Equine foamy virus"	12035	"Equine foamy virus"
"Equine infectious anemia virus"	8359	"Equine infectious anemia virus"
"Equine papillomavirus 2"	7802	"Equine papillomavirus 2"
"Equine rhinitis A virus"	7734	"Equine rhinitis A virus"
"Equine rhinitis B virus 1"	8828	"Equine rhinitis B virus 1"
"Equine rhinitis B virus 2"	8821	"Equine rhinitis B virus 2"
"Equinus papillomavirus"	7613	"Equinus papillomavirus"
"Equus caballus papillomavirus - 1"	7610	"Equus caballus papillomavirus - 1"
"Eragrostis curvula streak virus"	2754	"Eragrostis curvula streak virus"
"Eragrostis streak virus"	2746	"Eragrostis streak virus"
"Erectites yellow mosaic virus"	4093	"Erectites yellow mosaic virus DNA-A"
"Erethizon dorsatum papillomavirus type 1"	7428	"Erethizon dorsatum papillomavirus type 1"
"Erinaceus europaeus papillomavirus"	8256	"Erinaceus europaeus papillomavirus"
"Erwinia amylovora phage"	45445	"Erwinia amylovora phage Era103"
"Erwinia phage"	84576	"Erwinia phage phiEa21-4"
"Erysimum latent virus"	6035	"Erysimum latent virus"
"Escherichia phage"	214286	"Escherichia phage D108"
"Eupatorium vein clearing virus"	8463	"Eupatorium vein clearing virus"
"Eupatorium yellow vein virus"	4122	"Eupatorium yellow vein virus"
"Euphorbia leaf curl virus"	2746	"Euphorbia leaf curl virus DNA A"
"Euphorbia mosaic virus"	5215	"Euphorbia mosaic virus-Yucatan Peninsula DNA A"
"Euphorbia yellow mosaic virus"	5180	"Euphorbia yellow mosaic virus DNA A"
"Euproctis pseudoconspersa nucleopolyhedrovirus"	141291	"Euproctis pseudoconspersa nucleopolyhedrovirus"
"Euprosterna elaeasa virus"	5698	"Euprosterna elaeasa virus"
"European bat lyssavirus 1"	11966	"European bat lyssavirus 1"
"European bat lyssavirus 2"	11930	"European bat lyssavirus 2"
"European brown hare syndrome virus"	7442	"European brown hare syndrome virus"
"European elk papillomavirus"	8095	"European elk papillomavirus"
"European mountain ash ringspot-associated virus"	12282	"European mountain ash ringspot-associated virus RNA 1"
"Eyach virus"	29210	"Eyach virus segment 1"
"Faba bean necrotic stunt virus"	7907	"Faba bean necrotic stunt virus DNA C"
"Faba bean necrotic yellows virus"	10028	"Faba bean necrotic yellows virus"
"Feldmannia species virus"	154641	"Feldmannia species virus"
"Felid herpesvirus 1"	135797	"Felid herpesvirus 1"
"Feline calicivirus"	7683	"Feline calicivirus"
"Feline coronavirus"	29147	"Feline coronavirus"
"Feline coronavirus RM"	29232	"Feline coronavirus RM"
"Feline coronavirus UU10"	29295	"Feline coronavirus UU10"
"Feline coronavirus UU11"	29306	"Feline coronavirus UU11"
"Feline coronavirus UU15"	29275	"Feline coronavirus UU15"
"Feline coronavirus UU16"	28479	"Feline coronavirus UU16"
"Feline coronavirus UU2"	29256	"Feline coronavirus UU2"
"Feline coronavirus UU22"	29264	"Feline coronavirus UU22"
"Feline coronavirus UU23"	29264	"Feline coronavirus UU23"
"Feline coronavirus UU3"	29130	"Feline coronavirus UU3"
"Feline coronavirus UU4"	29269	"Feline coronavirus UU4"
"Feline coronavirus UU5"	29253	"Feline coronavirus UU5"
"Feline coronavirus UU7"	29277	"Feline coronavirus UU7"
"Feline coronavirus UU8"	29285	"Feline coronavirus UU8"
"Feline coronavirus UU9"	29266	"Feline coronavirus UU9"
"Feline foamy virus"	10479	"Feline foamy virus"
"Feline immunodeficiency virus"	9474	"Feline immunodeficiency virus"
"Feline leukemia virus"	8448	"Feline leukemia virus"
"Felis domesticus papillomavirus type 1"	8300	"Felis domesticus papillomavirus type 1"
"Fenneropenaeus chinensis hepatopancreatic densovirus"	6085	"Fenneropenaeus chinensis hepatopancreatic densovirus"
"Fer-de-lance virus"	15378	"Fer-de-lance virus"
"Figwort mosaic virus"	7743	"Figwort mosaic virus"
"Fiji disease virus chromosome"	3568	"Fiji disease virus chromosome segment 4"
"Fiji disease virus"	25771	"Fiji disease virus segment 1"
"Finch circovirus"	1962	"Finch circovirus"
"Finch polyomavirus"	5278	"Finch polyomavirus"
"Flavobacterium phage"	36012	"Flavobacterium phage 11b"
"Flexal virus"	10448	"Flexal virus segment L"
"Flock house virus"	4507	"Flock house virus RNA 1"
"Foot-and-mouth disease virus - type A"	8161	"Foot-and-mouth disease virus - type A"
"Foot-and-mouth disease virus - type Asia 1"	8167	"Foot-and-mouth disease virus - type Asia 1"
"Foot-and-mouth disease virus - type C"	8115	"Foot-and-mouth disease virus - type C"
"Foot-and-mouth disease virus - type O"	8134	"Foot-and-mouth disease virus - type O"
"Foot-and-mouth disease virus - type SAT 1"	8173	"Foot-and-mouth disease virus - type SAT 1"
"Foot-and-mouth disease virus - type SAT 2"	8203	"Foot-and-mouth disease virus - type SAT 2"
"Foot-and-mouth disease virus - type SAT 3"	8170	"Foot-and-mouth disease virus - type SAT 3"
"Fort Morgan virus"	11381	"Fort Morgan virus"
"Fowl adenovirus A"	87608	"Fowl adenovirus A"
"Fowl adenovirus D"	90126	"Fowl adenovirus D"
"Fowlpox virus"	288539	"Fowlpox virus"
"Foxtail mosaic virus"	6151	"Foxtail mosaic virus"
"Fragaria chiloensis cryptic virus"	4678	"Fragaria chiloensis cryptic virus RNA 1"
"Fragaria chiloensis latent virus"	8485	"Fragaria chiloensis latent virus RNA 1"
"Francolinus leucoscepus papillomavirus 1"	7498	"Francolinus leucoscepus papillomavirus 1"
"Freesia mosaic virus"	9489	"Freesia mosaic virus"
"Friend murine leukemia virus"	8323	"Friend murine leukemia virus"
"Fringilla coelebs papillomavirus"	7729	"Fringilla coelebs papillomavirus"
"Fritillary virus Y"	9656	"Fritillary virus Y"
"Frog adenovirus 1"	26163	"Frog adenovirus 1"
"Frog virus 3"	105903	"Frog virus 3"
"Fujinami sarcoma virus"	4788	"Fujinami sarcoma virus"
"Fusarium graminearum dsRNA mycovirus-1"	6621	"Fusarium graminearum dsRNA mycovirus-1"
"Fusarium graminearum dsRNA mycovirus-3"	9098	"Fusarium graminearum dsRNA mycovirus-3"
"Fusarium graminearum dsRNA mycovirus-4 dsRNA1"	2383	"Fusarium graminearum dsRNA mycovirus-4 dsRNA1"
"Fusarium graminearum dsRNA mycovirus-4 dsRNA2"	1739	"Fusarium graminearum dsRNA mycovirus-4 dsRNA2"
"Fusarium poae virus"	4388	"Fusarium poae virus 1 RNA 1"
"Galinsoga mosaic virus"	3803	"Galinsoga mosaic virus"
"Galleria mellonella densovirus"	6039	"Galleria mellonella densovirus"
"Gallid herpesvirus 1"	148687	"Gallid herpesvirus 1"
"Gallid herpesvirus 2"	177874	"Gallid herpesvirus 2"
"Gallid herpesvirus 3"	164270	"Gallid herpesvirus 3"
"Gammapapillomavirus HPV127"	7181	"Gammapapillomavirus HPV127"
"Garlic latent virus"	8363	"Garlic latent virus"
"Garlic virus A"	8660	"Garlic virus A"
"Garlic virus C"	8405	"Garlic virus C"
"Garlic virus E"	8451	"Garlic virus E"
"Garlic virus X"	8106	"Garlic virus X"
"Gayfeather mild mottle virus"	8499	"Gayfeather mild mottle virus RNA 1"
"GB virus C/Hepatitis G virus"	9392	"GB virus C/Hepatitis G virus"
"Geobacillus phage"	34683	"Geobacillus phage GBSV1"
"Geobacillus virus E2"	40863	"Geobacillus virus E2"
"Getah virus"	11597	"Getah virus"
"Giardia lamblia virus"	6277	"Giardia lamblia virus"
"Gibbon ape leukemia virus"	8088	"Gibbon ape leukemia virus"
"Gill-associated virus"	26253	"Gill-associated virus"
"Glossina pallidipes salivary gland hypertrophy virus"	190032	"Glossina pallidipes salivary gland hypertrophy virus"
"Glypta fumiferanae ichnovirus"	291597	"Glypta fumiferanae ichnovirus segment A1"
"Goatpox virus Pellor"	149599	"Goatpox virus Pellor"
"Golden shiner reovirus"	23696	"Golden shiner reovirus segment 1"
"Goose circovirus"	1821	"Goose circovirus"
"Goose hemorrhagic polyomavirus"	5256	"Goose hemorrhagic polyomavirus"
"Goose paramyxovirus SF02"	15192	"Goose paramyxovirus SF02"
"Goose parvovirus"	5106	"Goose parvovirus"
"Gossypium darwinii symptomless alphasatellite DNA-alpha"	1378	"Gossypium darwinii symptomless alphasatellite DNA-alpha"
"Gossypium darwinii symptomless virus"	2740	"Gossypium darwinii symptomless virus DNA-A"
"Gossypium davidsonii symptomless alphasatellite DNA-alpha-B"	1315	"Gossypium davidsonii symptomless alphasatellite DNA-alpha-B"
"Gossypium mustilinum symptomless alphasatellite DNA-alpha-B"	1321	"Gossypium mustilinum symptomless alphasatellite DNA-alpha-B"
"Gossypium punctatum mild leaf curl virus"	5462	"Gossypium punctatum mild leaf curl virus DNA A"
"Grapevine Algerian latent virus"	4731	"Grapevine Algerian latent virus"
"Grapevine chrome mosaic virus"	11653	"Grapevine chrome mosaic virus RNA 1"
"Grapevine fanleaf virus"	12230	"Grapevine fanleaf virus RNA 1"
"Grapevine fleck virus"	7564	"Grapevine fleck virus"
"Grapevine leafroll-associated virus 10"	13696	"Grapevine leafroll-associated virus 10"
"Grapevine leafroll-associated virus 2"	16494	"Grapevine leafroll-associated virus 2"
"Grapevine leafroll-associated virus 3"	17919	"Grapevine leafroll-associated virus 3"
"Grapevine rootstock stem lesion associated virus"	16527	"Grapevine rootstock stem lesion associated virus"
"Grapevine Syrah Virus-1"	6506	"Grapevine Syrah Virus-1"
"Grapevine virus A"	7351	"Grapevine virus A"
"Grapevine virus B"	7599	"Grapevine virus B"
"Grapevine virus E"	7564	"Grapevine virus E"
"Gremmeniella abietina mitochondrial RNA virus S2"	2587	"Gremmeniella abietina mitochondrial RNA virus S2"
"Gremmeniella abietina RNA virus L1"	5133	"Gremmeniella abietina RNA virus L1"
"Gremmeniella abietina RNA virus L2"	5129	"Gremmeniella abietina RNA virus L2"
"Gremmeniella abietina RNA virus"	9107	"Gremmeniella abietina RNA virus MS1 RNA 1"
"Gremmeniella abietina type B RNA virus XL1"	10375	"Gremmeniella abietina type B RNA virus XL1"
"Ground squirrel hepatitis virus"	3311	"Ground squirrel hepatitis virus"
"Groundnut bud necrosis virus"	16769	"Groundnut bud necrosis virus segment L"
"Groundnut rosette virus"	4912	"Groundnut rosette virus"
"Gryllus bimaculatus nudivirus"	96944	"Gryllus bimaculatus nudivirus"
"Guanarito virus"	10424	"Guanarito virus segment L"
"Gull circovirus"	2035	"Gull circovirus"
"Haemophilus phage"	63863	"Haemophilus phage HP1"
"Haloarcula hispanica pleomorphic virus 1"	8082	"Haloarcula hispanica pleomorphic virus 1"
"Haloarcula phage"	30889	"Haloarcula phage SH1"
"Halomonas phage"	39245	"Halomonas phage phiHAP-1"
"Halorubrum phage"	77670	"Halorubrum phage HF2"
"Halorubrum pleomorphic virus 1"	7048	"Halorubrum pleomorphic virus 1"
"Halovirus HF1"	75898	"Halovirus HF1"
"Hamster polyomavirus"	5366	"Hamster polyomavirus"
"Hantaan virus"	11845	"Hantaan virus"
"Hantavirus Z10 chromosome L"	6533	"Hantavirus Z10 chromosome L"
"Hantavirus Z10 chromosome S"	1701	"Hantavirus Z10 chromosome S segment"
"Hantavirus Z10"	3616	"Hantavirus Z10 segment M"
"Helicobasidium mompa endornavirus 1"	16614	"Helicobasidium mompa endornavirus 1"
"Helicobasidium mompa No.17 dsRNA virus"	7303	"Helicobasidium mompa No.17 dsRNA virus segment L"
"Helicoverpa armigera granulovirus"	169794	"Helicoverpa armigera granulovirus"
"Helicoverpa armigera multiple nucleopolyhedrovirus"	154196	"Helicoverpa armigera multiple nucleopolyhedrovirus"
"Helicoverpa armigera NPV"	130759	"Helicoverpa armigera NPV"
"Helicoverpa armigera NPV NNg1"	132425	"Helicoverpa armigera NPV NNg1"
"Helicoverpa armigera nucleopolyhedrovirus G4"	131405	"Helicoverpa armigera nucleopolyhedrovirus G4"
"Helicoverpa armigera stunt virus"	7790	"Helicoverpa armigera stunt virus RNA 1"
"Helicoverpa zea SNPV"	130869	"Helicoverpa zea SNPV"
"Heliothis armigera cypovirus 5"	24818	"Heliothis armigera cypovirus 5 segment 1"
"Heliothis virescens ascovirus 3e"	186262	"Heliothis virescens ascovirus 3e"
"Heliothis zea virus 1"	228089	"Heliothis zea virus 1"
"Helleborus net necrosis virus"	8542	"Helleborus net necrosis virus"
"Helminthosporium victoriae 145S virus"	12481	"Helminthosporium victoriae 145S virus"
"Helminthosporium victoriae virus 190S"	5179	"Helminthosporium victoriae virus 190S"
"Hendra virus"	18234	"Hendra virus"
"Hepatitis A virus"	7478	"Hepatitis A virus"
